speaker,utterance,emotion
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"This drilling into the painful tooth feels disgusting because the smell from this tooth has been bad already, and now it is even harder to ignore.",disgust
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"I am frustrated because every step of gum incision reminds me how long this tooth has been causing pain. I am trying to sit through it, but I am irritated.",angry
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"I am afraid of opening the gum for the surgery, especially because the tooth feels unstable and painful after a sleepless night, and that makes me expect the worst. I am trying not to panic, but it is difficult.",fear
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"I am upset because I thought the pain would ease once we started, but during cleaning the infected area it still feels intense to me.",angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"My mind keeps going straight to pain when I think about numbing injection, because this side has been tender and swollen before you start again. It is hard for me to stop thinking about pain.",fear
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"I almost feel like crying, not just from the pain, but because this whole experience around drilling into the painful tooth feels heavier than I expected.",sad
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"This working near the nerve feels disgusting because the smell from this tooth has been bad already, and now it is even harder to ignore. That part is really bothering me.",disgust
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,What is grossing me out during root canal treatment is how everything tastes bitter and dirty at the same time.,disgust
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"I am more anxious than I expected about root canal treatment; after dealing with this pain while sitting in this chair, I feel like my body is waiting for something bad. It is hard for me to stop thinking about pain.",fear
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"Before wisdom tooth removal, I need to say I am really scared, because this tooth has been sensitive to every small touch while sitting in this chair. I am trying not to panic, but it is difficult.",fear
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I was worried this would leave me feeling worse, but after numbing injection the pain already seems more manageable. I can tell there is some improvement now.",happy
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"I actually feel better after working near the nerve, because the sharp pain that bothered me before is not hitting as hard now. It feels like the treatment is finally helping.",happy
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,"I am trying to cooperate, but I am honestly irritated that this pain is still this strong even while you are doing numbing injection. That is why I sound frustrated right now.",angry
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"I am getting frustrated during working near the nerve because this side was already painful, and it still feels stronger than I expected it would.",angry
dentist,I will continue gently from here and make sure the treatment stays under control.,neutral
patient,"I am glad we did drilling into the painful tooth today, because the pain feels less sharp than it did before treatment started. That makes me feel more at ease.",happy
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"What makes me nervous about pulling on the loose tooth is that I have been bracing myself against the pain since last night, and I am not sure I can relax now. It is hard for me to stop thinking about pain.",fear
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"I am upset because I thought the pain would ease once we started, but during deep cleaning around the sore tooth it still feels intense to me. It is making it hard for me to stay patient.",angry
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"I am afraid of removing the broken tooth, especially because the tooth feels unstable and painful after the pain spread to my jaw, and that makes me expect the worst. It is hard for me to stop thinking about pain.",fear
dentist,I understand. I will check the area carefully and continue as gently as I can.,neutral
patient,"The moment you mention cleaning the infected area, my chest tightens because this tooth has been throbbing right now, and I am scared the pain will suddenly spike.",fear
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,I feel sick with this tooth extraction because the blood taste keeps touching my tongue and I cannot stop noticing it.,disgust
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"What bothers me during pressing on the painful side is this bitter, infected taste that just stays on my tongue and makes everything feel worse. It is hard to ignore once I notice it.",disgust
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,Something about having to go through working near the nerve after so many painful days just makes me feel low and tired.,sad
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"The pain is one thing, but the infected smell during opening the gum for the surgery is what makes me feel like gagging. It keeps making the whole visit feel worse.",disgust
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"The smell from this area while you do drilling into the painful tooth is really unpleasant, and that is making me more uncomfortable than I expected. That part is really bothering me.",disgust
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now root canal treatment still does not feel easy. I am trying to sit through it, but I am irritated.",angry
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"The moment you mention drilling into the painful tooth, my chest tightens because this tooth has been throbbing before you start again, and I am scared the pain will suddenly spike. That is why I am struggling to stay relaxed.",fear
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"I can already feel some relief after stitching after surgery, especially because that deep aching feeling is not as strong now.",happy
dentist,I am going to continue carefully and make sure each step stays manageable for you.,neutral
patient,"I feel sad because such a small part of my mouth has managed to make daily life so difficult, and now I am here for root canal treatment. That whole situation feels heavy to me.",sad
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,"It is hard for me to stay relaxed during pulling on the loose tooth when this pain has already kept me on edge while sitting in this chair. I am trying not to panic, but it is difficult.",fear
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"This is making me more annoyed than I expected, because this tooth has already been a problem long enough before removing the broken tooth. I am trying to sit through it, but I am irritated.",angry
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"I am trying to stay still for opening the gum for the surgery, but this side already hurts so much after the injection started to wear in that I honestly feel afraid before anything even starts. That is why I am struggling to stay relaxed.",fear
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"The smell from this area while you do working near the nerve is really unpleasant, and that is making me more uncomfortable than I expected. It is hard to ignore once I notice it.",disgust
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"I feel worn out by all of this, because the pain from this tooth has been dragging on for days and now I still need gum incision. I am honestly just worn down by it.",sad
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,I feel sick with this pulling on the loose tooth because the blood taste keeps touching my tongue and I cannot stop noticing it. It keeps making the whole visit feel worse.,disgust
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,Something about having to go through numbing injection after so many painful days just makes me feel low and tired.,sad
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"The smell from this area while you do wisdom tooth removal is really unpleasant, and that is making me more uncomfortable than I expected.",disgust
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now root canal treatment still does not feel easy. It is making it hard for me to stay patient.",angry
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I do not feel perfect yet, but after deep cleaning around the sore tooth the worst of the pressure seems to have eased. That makes me feel more at ease.",happy
dentist,I understand. I will check the area carefully and continue as gently as I can.,neutral
patient,"I am trying to stay still for tooth extraction, but this side already hurts so much while sitting in this chair that I honestly feel afraid before anything even starts. It is hard for me to stop thinking about pain.",fear
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"Now that tooth extraction is done, I can tell the pressure has gone down, and that is a relief after how bad it felt earlier. I can tell there is some improvement now.",happy
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"This numbing injection feels disgusting because the smell from this tooth has been bad already, and now it is even harder to ignore. It is hard to ignore once I notice it.",disgust
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"This whole tooth problem has drained me, so even before removing the broken tooth starts I already feel emotionally tired.",sad
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"This is making me more annoyed than I expected, because this tooth has already been a problem long enough before deep cleaning around the sore tooth.",angry
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,It is hard to stay patient when opening the gum for the surgery still feels this uncomfortable after everything this tooth has already put me through. It is making it hard for me to stay patient.,angry
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"What annoys me most right now is that this tooth has caused trouble for so long, and even during opening the gum for the surgery it still feels difficult. That is why I sound frustrated right now.",angry
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"I am upset because I thought the pain would ease once we started, but during stitching after surgery it still feels intense to me. That is why I sound frustrated right now.",angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I feel worn out by all of this, because the pain from this tooth has been dragging on for days and now I still need numbing injection. That whole situation feels heavy to me.",sad
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"What annoys me most right now is that this tooth has caused trouble for so long, and even during pulling on the loose tooth it still feels difficult. I am trying to sit through it, but I am irritated.",angry
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,I am not only hurting physically; having to deal with pulling on the loose tooth after so much pain is making me feel down.,sad
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"I am scared of how stitching after surgery will feel, because the pain has been building up this morning and I do not know when it will suddenly become too much. I keep bracing myself for the painful part.",fear
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"This whole tooth problem has drained me, so even before deep cleaning around the sore tooth starts I already feel emotionally tired. It is leaving me feeling drained.",sad
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I should have come in earlier, and now sitting here for cleaning the infected area makes me feel sad about letting it get this far. That whole situation feels heavy to me.",sad
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I am trying not to panic about root canal treatment, but the throbbing has been so strong after the pain spread to my jaw that I keep expecting a sharp jolt. That is why I am struggling to stay relaxed.",fear
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,Something about having to go through numbing injection after so many painful days just makes me feel low and tired. I am honestly just worn down by it.,sad
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"Compared with how I felt before pulling on the loose tooth, I am much more comfortable now and that helps me relax.",happy
dentist,I understand. I will check the area carefully and continue as gently as I can.,neutral
patient,I am frustrated because every step of cleaning the infected area reminds me how long this tooth has been causing pain. That is why I sound frustrated right now.,angry
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"Before pulling on the loose tooth, I need to say I am really scared, because this tooth has been sensitive to every small touch during this visit. I am trying not to panic, but it is difficult.",fear
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"As soon as you get close for opening the gum for the surgery, I start thinking about the worst part first, because the pain has already felt too strong since last night. That is why I am struggling to stay relaxed.",fear
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"I keep worrying that wisdom tooth removal will reach the part that hurts the most, because this whole area has been sore since last night. That is why I am struggling to stay relaxed.",fear
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I am getting frustrated during wisdom tooth removal because this side was already painful, and it still feels stronger than I expected it would.",angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"My mind keeps going straight to pain when I think about tooth extraction, because this side has been tender and swollen while the area is still sore.",fear
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"The pain is one thing, but the infected smell during pressing on the painful side is what makes me feel like gagging. That part is really bothering me.",disgust
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"Now that opening the gum for the surgery is done, I can tell the pressure has gone down, and that is a relief after how bad it felt earlier. It feels like the treatment is finally helping.",happy
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"I do not like how my mouth feels during drilling into the painful tooth; the taste is strange, metallic, and unpleasant all at once. It keeps making the whole visit feel worse.",disgust
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"I feel discouraged because the tooth has been getting worse, and needing opening the gum for the surgery makes the whole situation feel serious to me. I am honestly just worn down by it.",sad
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"Now that drilling into the painful tooth is done, I can tell the pressure has gone down, and that is a relief after how bad it felt earlier. I can tell there is some improvement now.",happy
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now pressing on the painful side still does not feel easy.",angry
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"What bothers me during stitching after surgery is this bitter, infected taste that just stays on my tongue and makes everything feel worse. It is hard to ignore once I notice it.",disgust
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"What worries me about numbing injection is not only the pain itself, but the pressure, the sound, and the feeling that something sharp could happen any second. I am trying not to panic, but it is difficult.",fear
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"The taste in my mouth during tooth extraction is awful, because blood, medicine, and saliva are mixing together and it is making me feel sick. That part is really bothering me.",disgust
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"The taste in my mouth during tooth extraction is awful, because blood, medicine, and saliva are mixing together and it is making me feel sick.",disgust
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,"What gets me is that this pain has been affecting my sleep, my meals, and my mood, and now I still need root canal treatment.",sad
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I feel worn out by all of this, because the pain from this tooth has been dragging on for days and now I still need wisdom tooth removal.",sad
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"The smell from this area while you do numbing injection is really unpleasant, and that is making me more uncomfortable than I expected. It keeps making the whole visit feel worse.",disgust
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I already said this area was extremely sensitive, so it is hard not to feel irritated when numbing injection still hurts this much. I am trying to sit through it, but I am irritated.",angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,I am frustrated because every step of drilling into the painful tooth reminds me how long this tooth has been causing pain. That is why I sound frustrated right now.,angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"What bothers me during wisdom tooth removal is this bitter, infected taste that just stays on my tongue and makes everything feel worse. It keeps making the whole visit feel worse.",disgust
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"Compared with how I felt before numbing injection, I am much more comfortable now and that helps me relax. I can tell there is some improvement now.",happy
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"With tooth extraction, my main fear is that the numbness will not be enough, because the pain has been constant after the pain spread to my jaw. That is why I am struggling to stay relaxed.",fear
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,I am not only hurting physically; having to deal with gum incision after so much pain is making me feel down. It is leaving me feeling drained.,sad
dentist,"You may still notice pressure here, but I am keeping the treatment as controlled as possible.",neutral
patient,"This has been exhausting for me, and pulling on the loose tooth just reminds me how long I have been dealing with this discomfort. I am honestly just worn down by it.",sad
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I actually feel better after working near the nerve, because the sharp pain that bothered me before is not hitting as hard now. I can tell there is some improvement now.",happy
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"The part I hate about cleaning the infected area is not only the discomfort, but this gross taste that keeps coming back every time I swallow. It is hard to ignore once I notice it.",disgust
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I am afraid of checking the swollen gum, especially because the tooth feels unstable and painful this morning, and that makes me expect the worst. It is hard for me to stop thinking about pain.",fear
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"I can handle some pain, but the smell around this deep cleaning around the sore tooth is what is turning my stomach the most right now. It keeps making the whole visit feel worse.",disgust
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"I already said this area was extremely sensitive, so it is hard not to feel irritated when tooth extraction still hurts this much.",angry
dentist,I will continue gently from here and make sure the treatment stays under control.,neutral
patient,"What bothers me during drilling into the painful tooth is this bitter, infected taste that just stays on my tongue and makes everything feel worse. It is hard to ignore once I notice it.",disgust
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I am more anxious than I expected about removing the broken tooth; after dealing with this pain during this visit, I feel like my body is waiting for something bad.",fear
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"I can handle some pain, but the smell around this gum incision is what is turning my stomach the most right now. It is hard to ignore once I notice it.",disgust
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"I can already feel some relief after pressing on the painful side, especially because that deep aching feeling is not as strong now. It feels like the treatment is finally helping.",happy
dentist,I am going to continue carefully and make sure each step stays manageable for you.,neutral
patient,It is hard to stay patient when wisdom tooth removal still feels this uncomfortable after everything this tooth has already put me through. It is making it hard for me to stay patient.,angry
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"This has been exhausting for me, and checking the swollen gum just reminds me how long I have been dealing with this discomfort. It is leaving me feeling drained.",sad
dentist,I am going to continue carefully and make sure each step stays manageable for you.,neutral
patient,"I am getting frustrated during wisdom tooth removal because this side was already painful, and it still feels stronger than I expected it would. That is why I sound frustrated right now.",angry
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"I am trying to cooperate, but I am honestly irritated that this pain is still this strong even while you are doing drilling into the painful tooth. That is why I sound frustrated right now.",angry
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"I feel discouraged because the tooth has been getting worse, and needing gum incision makes the whole situation feel serious to me. I am honestly just worn down by it.",sad
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I keep worrying that wisdom tooth removal will reach the part that hurts the most, because this whole area has been sore right now. It is hard for me to stop thinking about pain.",fear
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"The moment you mention root canal treatment, my chest tightens because this tooth has been throbbing during this visit, and I am scared the pain will suddenly spike. I am trying not to panic, but it is difficult.",fear
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now gum incision still does not feel easy. That is why I sound frustrated right now.",angry
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"The pain is one thing, but the infected smell during numbing injection is what makes me feel like gagging. That part is really bothering me.",disgust
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"I am trying not to panic about drilling into the painful tooth, but the throbbing has been so strong after the pain spread to my jaw that I keep expecting a sharp jolt.",fear
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now working near the nerve still does not feel easy.",angry
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"This deep cleaning around the sore tooth feels disgusting because the smell from this tooth has been bad already, and now it is even harder to ignore. It is hard to ignore once I notice it.",disgust
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I am getting frustrated during drilling into the painful tooth because this side was already painful, and it still feels stronger than I expected it would. It is making it hard for me to stay patient.",angry
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,"The part I hate about pulling on the loose tooth is not only the discomfort, but this gross taste that keeps coming back every time I swallow. It is hard to ignore once I notice it.",disgust
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"I actually feel better after root canal treatment, because the sharp pain that bothered me before is not hitting as hard now. I can tell there is some improvement now.",happy
dentist,"We are addressing the source of the pain, and I will keep the treatment steady from here.",neutral
patient,Something about having to go through cleaning the infected area after so many painful days just makes me feel low and tired. It is leaving me feeling drained.,sad
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"There is still some soreness, but after cleaning the infected area I can tell this is better than where I started. I can tell there is some improvement now.",happy
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"As soon as you get close for deep cleaning around the sore tooth, I start thinking about the worst part first, because the pain has already felt too strong since last night.",fear
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"What surprises me is that after wisdom tooth removal, this side feels calmer than it did when I walked in. I can tell there is some improvement now.",happy
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"The pain is one thing, but the infected smell during pressing on the painful side is what makes me feel like gagging. It is hard to ignore once I notice it.",disgust
dentist,I will continue gently from here and make sure the treatment stays under control.,neutral
patient,"I am trying to cooperate, but I am honestly irritated that this pain is still this strong even while you are doing working near the nerve. It is making it hard for me to stay patient.",angry
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"I actually feel better after pulling on the loose tooth, because the sharp pain that bothered me before is not hitting as hard now. It feels like the treatment is finally helping.",happy
dentist,"We are treating the painful area directly now, and I will keep watching your response.",neutral
patient,"I am glad we did removing the broken tooth today, because the pain feels less sharp than it did before treatment started. It feels like the treatment is finally helping.",happy
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"The part I hate about pressing on the painful side is not only the discomfort, but this gross taste that keeps coming back every time I swallow. That part is really bothering me.",disgust
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"The part I hate about wisdom tooth removal is not only the discomfort, but this gross taste that keeps coming back every time I swallow. It keeps making the whole visit feel worse.",disgust
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"I was worried this would leave me feeling worse, but after stitching after surgery the pain already seems more manageable.",happy
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"This is making me more annoyed than I expected, because this tooth has already been a problem long enough before pulling on the loose tooth. That is why I sound frustrated right now.",angry
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"I am glad we did gum incision today, because the pain feels less sharp than it did before treatment started. It feels like the treatment is finally helping.",happy
dentist,"I understand what you are noticing, so let me adjust the next part carefully.",neutral
patient,"There is still some soreness, but after opening the gum for the surgery I can tell this is better than where I started. That makes me feel more at ease.",happy
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"My mind keeps going straight to pain when I think about pulling on the loose tooth, because this side has been tender and swollen right now. It is hard for me to stop thinking about pain.",fear
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"I am trying not to panic about pulling on the loose tooth, but the throbbing has been so strong before you start again that I keep expecting a sharp jolt. That is why I am struggling to stay relaxed.",fear
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"The pain is one thing, but the infected smell during deep cleaning around the sore tooth is what makes me feel like gagging.",disgust
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"This has been exhausting for me, and cleaning the infected area just reminds me how long I have been dealing with this discomfort. It is leaving me feeling drained.",sad
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"The taste in my mouth during stitching after surgery is awful, because blood, medicine, and saliva are mixing together and it is making me feel sick.",disgust
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"This removing the broken tooth feels disgusting because the smell from this tooth has been bad already, and now it is even harder to ignore. It keeps making the whole visit feel worse.",disgust
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,"Before gum incision, I need to say I am really scared, because this tooth has been sensitive to every small touch since last night. I am trying not to panic, but it is difficult.",fear
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I am not calm about root canal treatment; this side has been aching after the injection started to wear in, and I feel like even normal pressure could turn into sharp pain. It is hard for me to stop thinking about pain.",fear
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"I am not calm about working near the nerve; this side has been aching since last night, and I feel like even normal pressure could turn into sharp pain. It is hard for me to stop thinking about pain.",fear
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I am upset because I thought the pain would ease once we started, but during root canal treatment it still feels intense to me. I am trying to sit through it, but I am irritated.",angry
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"There is still some soreness, but after drilling into the painful tooth I can tell this is better than where I started. I can tell there is some improvement now.",happy
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"Even hearing that we need root canal treatment makes me panic a little, because the swelling has been painful after the injection started to wear in and I do not trust this area at all. It is hard for me to stop thinking about pain.",fear
dentist,"That reaction makes sense with this kind of pain, so let me monitor the area closely.",neutral
patient,"I was worried this would leave me feeling worse, but after opening the gum for the surgery the pain already seems more manageable. That makes me feel more at ease.",happy
dentist,I understand. I will check the area carefully and continue as gently as I can.,neutral
patient,"This whole tooth problem has drained me, so even before tooth extraction starts I already feel emotionally tired. It is leaving me feeling drained.",sad
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"The frustrating part is that this tooth has been ruining my sleep and eating for days, and now checking the swollen gum still does not feel easy. It is making it hard for me to stay patient.",angry
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"I am getting frustrated during removing the broken tooth because this side was already painful, and it still feels stronger than I expected it would.",angry
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
patient,"The pain is one thing, but the infected smell during tooth extraction is what makes me feel like gagging. It is hard to ignore once I notice it.",disgust
dentist,I will continue gently from here and make sure the treatment stays under control.,neutral
patient,"I am upset because I thought the pain would ease once we started, but during pulling on the loose tooth it still feels intense to me. I am trying to sit through it, but I am irritated.",angry
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"What bothers me during wisdom tooth removal is this bitter, infected taste that just stays on my tongue and makes everything feel worse. That part is really bothering me.",disgust
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"Before pressing on the painful side, I need to say I am really scared, because this tooth has been sensitive to every small touch since last night. It is hard for me to stop thinking about pain.",fear
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"What surprises me is that after root canal treatment, this side feels calmer than it did when I walked in. That makes me feel more at ease.",happy
dentist,That is understandable. I will adjust the pace and check the tooth again.,neutral
patient,"This has been exhausting for me, and checking the swollen gum just reminds me how long I have been dealing with this discomfort. That whole situation feels heavy to me.",sad
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,"With wisdom tooth removal, my main fear is that the numbness will not be enough, because the pain has been constant right now. I am trying not to panic, but it is difficult.",fear
dentist,"The numbness should help more as we continue, but I will keep checking how this side responds.",neutral
patient,"I actually feel better after gum incision, because the sharp pain that bothered me before is not hitting as hard now. It feels like the treatment is finally helping.",happy
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"What scares me is that opening the gum for the surgery sounds manageable, but this pain has been unpredictable while sitting in this chair, so I do not know how I will react.",fear
dentist,"This kind of procedure can feel intense with a sore tooth, so I will keep the treatment gentle.",neutral
patient,"I do not feel perfect yet, but after cleaning the infected area the worst of the pressure seems to have eased.",happy
dentist,I understand. I will check the area carefully and continue as gently as I can.,neutral
patient,"I know this is only root canal treatment, but the pain has already been bad after the pain spread to my jaw, so I keep thinking the next part will hurt more than I can manage. I am trying not to panic, but it is difficult.",fear
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
patient,"I am afraid of removing the broken tooth, especially because the tooth feels unstable and painful during this visit, and that makes me expect the worst. That is why I am struggling to stay relaxed.",fear
dentist,"We are getting through the difficult part now, and I will keep the area supported.",neutral
